datetime,price_1d,1D_EMA_5,1D_EMA_10,1D_EMA_15,price_1w,1W_EMA_5,1W_EMA_10,1W_EMA_15
2023-10-01,342.9,342.9,342.9,342.9,,,,
2023-10-02,338.18,341.3266666666667,342.04181818181814,342.30999999999995,,,,
2023-10-03,334.5,339.05111111111114,340.6705785123966,341.33374999999995,,,,
2023-10-04,335.78,337.9607407407408,339.7813824192336,340.63953125,,,,
2023-10-05,331.5,335.8071604938272,338.2756765248274,339.49708984375,336.572,336.572,336.572,336.572
2023-10-08,324.23,331.9481069958848,335.72191715667697,337.58870361328127,,,,
2023-10-09,318.45,327.44873799725656,332.58156858273566,335.1963656616211,,,,
2023-10-10,313.65,322.8491586648377,329.1394652040564,332.50306995391844,,,,
2023-10-11,312.98,319.55943910989185,326.20138062150073,330.06268620967865,,,,
2023-10-12,307.5,315.5396260732613,322.8011295994097,327.2423504334688,315.36199999999997,329.502,332.71563636363635,333.92075
2023-10-16,294.83,308.6364173821742,317.7154696722443,323.1908066292852,,,,
2023-10-17,299.25,305.50761158811616,314.35811155001807,320.1982058006245,,,,
2023-10-18,305.25,305.42174105874415,312.70209126819657,318.32968007554643,,,,
2023-10-19,303.0,304.61449403916276,310.93807467397903,316.4134700661031,300.5825,319.86216666666667,326.8732479338842,329.75346874999997
2023-10-29,295.5,301.57632935944184,308.1311520059828,313.79928630784025,,,,
2023-10-30,293.25,298.8008862396279,305.42548800489504,311.2306255193602,,,,
2023-10-31,293.25,296.95059082641865,303.2117629130959,308.9830473294402,,,,
2023-11-01,291.75,295.2170605509458,301.12780601980575,306.8289164132602,,,,
2023-11-02,286.5,292.31137370063055,298.4682049252956,304.28780186160265,292.05,307.94266666666664,319.43527264703516,324.46175383771924
2023-11-05,283.5,289.3742491337537,295.74671312069637,301.68932662890234,,,,
2023-11-06,287.78,288.84283275583584,294.2982198260243,299.9506608002895,,,,
2023-11-07,302.25,293.3118885038906,295.74399803947443,300.2380782002533,,,,
2023-11-08,309.75,298.79125900259373,298.2905438504791,301.42706842522165,,,,
2023-11-09,304.2,300.59417266839586,299.3649904231192,301.77368487206894,297.496,304.4604444444444,315.44631398393784,321.09103460800435
2023-11-20,304.8,301.9961151122639,300.35317398255205,302.15197426306037,,,,
2023-11-21,297.0,300.330743408176,299.74350598572437,301.50797748017783,,,,
2023-11-22,304.65,301.77049560545066,300.6355958065017,301.9007302951556,,,,
2023-11-23,322.5,308.6803304036338,304.6109420235014,304.47563900826117,307.2375,305.65061111111106,313.69297507474727,319.1466788735476
2023-11-26,339.75,319.0368869357559,310.99986165559204,308.8849341322285,,,,
2023-11-27,337.5,325.1912579571706,315.8180686273026,312.46181736569997,,,,
2023-11-28,336.15,328.84417197144705,319.51478342233844,315.4228401949875,,,,
2023-11-29,330.0,329.2294479809647,321.4211864364587,317.24498517061403,,,,
2023-11-30,330.0,329.4862986539765,322.9809707207389,318.83936202428725,334.68,315.32707407407406,317.5087977884296,321.08834401435416
2023-12-03,330.0,329.65753243598436,324.25715786242273,320.23444177125134,,,,
2023-12-04,337.35,332.2216882906563,326.63767461470945,322.37388654984494,,,,
2023-12-05,345.75,336.7311255271042,330.1126428665805,325.29590073111433,,,,
2023-12-06,361.5,344.9874170180695,335.81943507265674,329.82141313972505,,,,
2023-12-07,351.0,346.9916113453797,338.57953778671913,332.46873649725944,345.12,325.2580493827161,322.52901637235146,324.09230101255986
2023-12-10,371.25,355.0777408969198,344.51962182549744,337.316394435102,,,,
2023-12-11,370.73,360.29516059794656,349.2851451299524,341.49309513071427,,,,
2023-12-12,392.33,370.97344039863106,357.11148237905195,347.847708239375,,,,
2023-12-13,388.5,376.81562693242074,362.81848558286066,352.9292447094531,,,,
2023-12-14,382.58,378.73708462161386,366.41148820415873,356.63558912077144,381.078,343.8646995884774,333.174286122833,331.2155133859899
2023-12-17,389.4,382.2913897477426,370.5912176215844,360.73114048067504,,,,
2023-12-18,388.5,384.3609264984951,373.8473598722054,364.20224792059065,,,,
2023-12-19,418.5,395.7406176656634,381.9660217136226,370.9894669305168,,,,
2023-12-20,410.63,400.7037451104423,387.1776541293275,375.94453356420223,,,,
2023-12-21,398.25,399.88583007362826,389.1908079239952,378.73271686867696,401.056,362.9284663923182,345.51641591868156,339.9455742127412
2023-12-24,405.0,401.5905533824189,392.06520648326875,382.01612726009233,,,,
2023-12-27,405.15,402.7770355882793,394.4442598499471,384.9078613525808,,,,
2023-12-28,408.0,404.5180237255196,396.90893987722944,387.7943786835082,406.05,377.30231092821214,356.52252211528486,348.20862743614856
2024-01-01,396.75,401.9286824836798,396.88004171773315,388.9138313480697,,,,
2024-01-02,368.25,390.7024549891199,391.67457958723617,386.330852429561,,,,
2024-01-03,374.55,385.3183033260799,388.56101966228414,384.8582458758659,,,,
2024-01-04,361.88,377.50553555071997,383.7099251782325,381.9859651413827,375.3575,376.65404061880815,359.94706354886944,351.60223650663
2024-01-07,358.5,371.17035703381333,379.12630241855385,379.05021949870985,,,,
2024-01-08,371.25,371.1969046892089,377.6942474333622,378.0751920613711,,,,
2024-01-09,375.0,372.4646031261393,377.20438426365996,377.69079305369974,,,,
2024-01-10,372.75,372.5597354174262,376.3944962157218,377.07319392198724,,,,
